#CONFIG#{"theme": "light", "font_size": 16, "window_width": 2048, "window_height": 1189, "font_family": "Microsoft YaHei UI"}
时间,科目,题干,正确答案,附件路径,难度,合集
2026-02-01 05:47:04,语文,下列各句中，加点的成语使用恰当的一句是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,困难,
2026-02-13 19:43:46,语文,下列各句中，加点的成语使用恰当的一句是,把握文章主旨，理解作者观点态度。,无,简单,
2026-02-16 15:15:11,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用正弦定理和余弦定理解决三角形问题。,attachment_1536.pdf,简单,
2026-01-31 09:48:13,语文,下列文学常识的表述，错误的一项是,把握文章主旨，理解作者观点态度。,无,中等,
2026-01-22 07:55:10,语文,下列句子中，加点字的读音完全正确的一项是,熟练背诵名篇名句，准确填写。,无,简单,
2026-01-23 09:58:46,语文,古诗文默写：补写出下列名篇名句中的空缺部分,熟练背诵名篇名句，准确填写。,无,中等,
2026-02-13 00:14:45,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用向量垂直的条件 a·b = 0 求解。,attachment_1540.pdf,简单,
2026-01-30 02:18:04,语文,下列词语中，没有错别字的一组是,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_1541.pdf,中等,
2026-01-27 17:55:18,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,根据椭圆的标准方程和离心率公式计算。,attachment_1542.pdf,中等,
2026-02-11 16:57:49,语文,文言文阅读：阅读下面的文言文，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,attachment_1543.pdf,中等,
2026-01-29 03:09:32,语文,现代文阅读：阅读下面的文字，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,中等,
2026-02-12 01:53:06,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用配方法或求导法找到函数的最小值点。,无,简单,
2026-01-24 00:19:58,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,根据椭圆的标准方程和离心率公式计算。,无,简单,
2026-02-12 04:39:04,数学,函数 f(x) = sin x + cos x 的最大值为,利用配方法或求导法找到函数的最小值点。,无,简单,
2026-02-12 22:08:17,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,求导后分析导函数的符号确定单调区间。,attachment_1548.pdf,简单,
2026-02-04 23:31:25,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用复数除法法则和模的定义计算。,无,简单,
2026-02-04 20:43:30,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用线性规划的方法求目标函数的最值。,attachment_1550.pdf,困难,
2026-02-08 08:10:35,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用配方法或求导法找到函数的最小值点。,无,中等,
2026-01-29 20:49:05,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用复数除法法则和模的定义计算。,无,简单,
2026-02-17 12:13:21,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用向量垂直的条件 a·b = 0 求解。,attachment_1553.pdf,简单,
2026-02-20 00:15:41,语文,下列词语中，没有错别字的一组是,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-02-12 02:17:44,数学,函数 f(x) = sin x + cos x 的最大值为,利用向量垂直的条件 a·b = 0 求解。,无,困难,
2026-01-23 18:37:38,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",将函数化为辅助角公式的形式求最值。,attachment_1556.pdf,简单,
2026-02-21 00:28:16,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,求导后分析导函数的符号确定单调区间。,attachment_1557.pdf,简单,
2026-02-10 20:58:22,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,根据椭圆的标准方程和离心率公式计算。,attachment_1558.pdf,简单,
2026-01-24 11:15:51,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用复数除法法则和模的定义计算。,无,中等,
2026-01-30 15:45:29,语文,古诗文默写：补写出下列名篇名句中的空缺部分,熟练背诵名篇名句，准确填写。,无,中等,
2026-02-02 19:00:57,语文,古诗文默写：补写出下列名篇名句中的空缺部分,把握文章主旨，理解作者观点态度。,无,简单,
2026-02-20 06:47:00,语文,文言文阅读：阅读下面的文言文，完成题目,熟练背诵名篇名句，准确填写。,无,困难,
2026-02-03 02:23:08,语文,对下列句子中加点词语的解释，不正确的一项是,熟练背诵名篇名句，准确填写。,无,中等,
2026-01-25 11:49:41,语文,下列句子中，加点字的读音完全正确的一项是,熟悉文学常识，准确判断各选项的正误。,attachment_1564.pdf,困难,
2026-02-21 16:22:19,语文,对下列句子中加点词语的解释，不正确的一项是,根据上下文和词义辨析，选择最合适的解释。,无,困难,
2026-02-10 07:08:58,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",求导后分析导函数的符号确定单调区间。,无,困难,
2026-01-24 14:21:51,语文,下列各句中，没有语病的一句是,熟悉文学常识，准确判断各选项的正误。,无,简单,
2026-02-19 04:29:03,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正弦定理和余弦定理解决三角形问题。,attachment_1568.pdf,中等,
2026-01-24 15:43:31,语文,下列文学常识的表述，错误的一项是,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-02-19 14:16:43,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用向量垂直的条件 a·b = 0 求解。,无,简单,
2026-02-05 17:29:38,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",求导后分析导函数的符号确定单调区间。,attachment_1571.pdf,简单,
2026-02-21 09:05:16,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,根据椭圆的标准方程和离心率公式计算。,无,中等,
2026-01-23 19:53:54,语文,下列文学常识的表述，错误的一项是,根据汉字的读音规则和声调，正确答案是B选项。,attachment_1573.pdf,中等,
2026-02-05 19:48:34,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用配方法或求导法找到函数的最小值点。,无,困难,
2026-02-15 03:30:45,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",根据椭圆的标准方程和离心率公式计算。,无,困难,
2026-02-09 15:40:48,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正弦定理和余弦定理解决三角形问题。,无,简单,
2026-01-27 09:57:15,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,根据椭圆的标准方程和离心率公式计算。,无,困难,
2026-02-09 04:14:04,语文,文言文阅读：阅读下面的文言文，完成题目,熟练背诵名篇名句，准确填写。,无,中等,
2026-01-30 23:13:46,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",运用等差数列的通项公式和前n项和公式求解。,无,中等,
2026-02-17 16:04:39,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,将函数化为辅助角公式的形式求最值。,无,困难,
2026-02-04 09:16:39,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",根据椭圆的标准方程和离心率公式计算。,无,中等,
2026-01-22 08:50:44,语文,下列词语中，没有错别字的一组是,分析句子结构，找出语病类型并修正。,无,简单,
2026-02-04 01:59:24,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用向量垂直的条件 a·b = 0 求解。,无,困难,
2026-01-27 17:57:43,语文,下列词语中，没有错别字的一组是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,困难,
2026-01-23 20:47:51,语文,古诗文默写：补写出下列名篇名句中的空缺部分,分析句子结构，找出语病类型并修正。,attachment_1585.pdf,中等,
2026-01-27 12:46:16,语文,现代文阅读：阅读下面的文字，完成题目,把握文章主旨，理解作者观点态度。,无,中等,
2026-02-16 04:42:43,语文,下列各句中，没有语病的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,简单,
2026-02-14 19:24:17,语文,古诗词鉴赏：阅读下面这首诗，完成题目,理解文言文中的实词、虚词、句式，推断文意。,attachment_1588.pdf,困难,
2026-02-15 02:17:16,数学,函数 f(x) = sin x + cos x 的最大值为,利用复数除法法则和模的定义计算。,无,中等,
2026-02-20 17:34:10,语文,下列各句中，加点的成语使用恰当的一句是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-01-29 17:39:32,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-02-04 02:06:34,语文,对下列句子中加点词语的解释，不正确的一项是,分析句子结构，找出语病类型并修正。,无,简单,
2026-02-21 06:15:50,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用配方法或求导法找到函数的最小值点。,无,困难,
2026-02-04 23:13:18,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-01-24 18:55:27,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用向量垂直的条件 a·b = 0 求解。,无,简单,
2026-01-23 15:37:36,语文,现代文阅读：阅读下面的文字，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-04 04:08:46,语文,下列词语中，没有错别字的一组是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-20 17:46:18,语文,文言文阅读：阅读下面的文言文，完成题目,熟悉文学常识，准确判断各选项的正误。,attachment_1598.pdf,困难,
2026-02-14 06:41:04,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用向量垂直的条件 a·b = 0 求解。,无,中等,
2026-01-29 15:02:14,语文,现代文阅读：阅读下面的文字，完成题目,理解文言文中的实词、虚词、句式，推断文意。,无,中等,
2026-02-18 18:48:11,语文,文言文阅读：阅读下面的文言文，完成题目,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-02-14 13:49:03,语文,下列各句中，加点的成语使用恰当的一句是,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-02-11 15:48:27,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,求导后分析导函数的符号确定单调区间。,attachment_1603.pdf,困难,
2026-02-13 14:06:21,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,求导后分析导函数的符号确定单调区间。,无,困难,
2026-02-19 22:55:34,语文,下列句子中，加点字的读音完全正确的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,困难,
2026-02-09 06:26:28,语文,古诗词鉴赏：阅读下面这首诗，完成题目,分析句子结构，找出语病类型并修正。,无,困难,
2026-01-23 09:27:37,语文,文言文阅读：阅读下面的文言文，完成题目,理解文言文中的实词、虚词、句式，推断文意。,无,简单,
2026-01-31 08:45:12,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正态分布的对称性求解概率。,无,简单,
2026-02-20 21:24:53,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,求导后分析导函数的符号确定单调区间。,attachment_1609.pdf,中等,
2026-02-02 06:45:00,语文,古诗文默写：补写出下列名篇名句中的空缺部分,分析句子结构，找出语病类型并修正。,无,简单,
2026-02-14 06:19:03,语文,下列各句中，加点的成语使用恰当的一句是,分析句子结构，找出语病类型并修正。,无,简单,
2026-02-16 09:57:09,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,求导后分析导函数的符号确定单调区间。,attachment_1612.pdf,简单,
2026-02-15 11:22:39,语文,古诗词鉴赏：阅读下面这首诗，完成题目,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-02-15 12:41:52,语文,现代文阅读：阅读下面的文字，完成题目,熟练背诵名篇名句，准确填写。,无,中等,
2026-01-25 07:57:31,语文,古诗词鉴赏：阅读下面这首诗，完成题目,理解文言文中的实词、虚词、句式，推断文意。,attachment_1615.pdf,简单,
2026-01-29 21:00:25,语文,下列各句中，没有语病的一句是,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-02-12 23:06:21,语文,下列句子中，加点字的读音完全正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-02-17 12:29:56,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用复数除法法则和模的定义计算。,无,简单,
2026-02-16 06:37:43,语文,下列句子中，加点字的读音完全正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,简单,
2026-01-21 23:26:31,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用复数除法法则和模的定义计算。,无,中等,
2026-01-26 21:45:08,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,无,简单,
2026-01-24 21:34:40,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用配方法或求导法找到函数的最小值点。,attachment_1622.pdf,简单,
2026-02-15 03:33:34,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用线性规划的方法求目标函数的最值。,无,中等,
2026-02-01 19:58:03,语文,下列各句中，没有语病的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,简单,
2026-02-09 15:37:19,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,求导后分析导函数的符号确定单调区间。,attachment_1625.pdf,中等,
2026-02-17 07:53:13,语文,文言文阅读：阅读下面的文言文，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_1626.pdf,中等,
2026-02-11 16:53:23,语文,现代文阅读：阅读下面的文字，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_1627.pdf,中等,
2026-02-07 05:41:57,语文,下列各句中，加点的成语使用恰当的一句是,分析句子结构，找出语病类型并修正。,无,困难,
